Ridge, X, Y
32 , 52.4319 , 9.3551
32 , 52.4319 , 8.8474
32 , 52.3593 , 8.8474
32 , 52.3593 , 8.7024
32 , 52.2868 , 8.7024
32 , 52.2868 , 8.2673
32 , 52.2143 , 8.2673
32 , 52.2143 , 8.1947
32 , 52.1418 , 8.1947
32 , 52.1418 , 8.0497
32 , 52.0693 , 8.0497
32 , 52.0693 , 7.9047
32 , 51.9967 , 7.9047
32 , 51.9967 , 7.7596
32 , 51.9242 , 7.7596
32 , 51.9242 , 7.6871
32 , 51.8517 , 7.6871
32 , 51.8517 , 7.6146
32 , 51.6341 , 7.6146
32 , 51.6341 , 7.5421
32 , 51.2715 , 7.5421
32 , 51.2715 , 7.4695
32 , 51.1265 , 7.4695
32 , 51.1265 , 7.5421
32 , 50.4013 , 7.5421
32 , 50.4013 , 7.4695
32 , 50.3288 , 7.4695
32 , 50.3288 , 7.397
32 , 50.4013 , 7.397
32 , 50.4013 , 7.4695
32 , 51.1265 , 7.4695
32 , 51.1265 , 7.3245
32 , 51.054 , 7.3245
32 , 51.054 , 7.252
32 , 50.9815 , 7.252
32 , 50.9815 , 7.1795
32 , 50.9089 , 7.1795
32 , 50.9089 , 6.9619
32 , 50.9815 , 6.9619
32 , 50.9815 , 6.7443
32 , 50.9089 , 6.7443
32 , 50.9089 , 6.5268
32 , 50.8364 , 6.5268
32 , 50.8364 , 6.4543
32 , 50.7639 , 6.4543
32 , 50.7639 , 6.3817
32 , 50.4738 , 6.3817
32 , 50.4738 , 6.3092
32 , 50.1837 , 6.3092
32 , 50.1837 , 6.2367
32 , 50.1112 , 6.2367
32 , 50.1112 , 6.1642
32 , 50.0387 , 6.1642
32 , 50.0387 , 6.0917
32 , 49.8211 , 6.0917
32 , 49.8211 , 6.0191
32 , 49.6761 , 6.0191
32 , 49.6761 , 5.9466
32 , 49.5311 , 5.9466
32 , 49.5311 , 5.8741
32 , 49.4585 , 5.8741
32 , 49.4585 , 5.8016
32 , 49.3135 , 5.8016
32 , 49.3135 , 5.7291
32 , 48.9509 , 5.7291
32 , 48.9509 , 5.8016
32 , 48.6608 , 5.8016
32 , 48.6608 , 5.7291
32 , 48.5158 , 5.7291
32 , 48.5158 , 5.6565
32 , 48.2982 , 5.6565
32 , 48.2982 , 5.584
32 , 48.0807 , 5.584
32 , 48.0807 , 5.5115
32 , 48.0081 , 5.5115
32 , 48.0081 , 5.439
32 , 47.9356 , 5.439
32 , 47.9356 , 5.3665
32 , 48.0081 , 5.3665
33 , 50.7639 , 5.439
33 , 50.6189 , 5.439
33 , 50.6189 , 5.3665
33 , 50.7639 , 5.3665
34 , 51.7067 , 5.5115
34 , 52.0693 , 5.5115
34 , 52.0693 , 5.584
34 , 52.1418 , 5.584
34 , 52.1418 , 5.6565
34 , 52.2868 , 5.6565
34 , 52.2868 , 5.7291
34 , 52.5044 , 5.7291
34 , 52.5044 , 5.6565
34 , 52.7219 , 5.6565
34 , 52.7219 , 5.7291
34 , 52.5044 , 5.7291
34 , 52.5044 , 5.8016
34 , 52.2868 , 5.8016
34 , 52.2868 , 5.7291
34 , 52.1418 , 5.7291
34 , 52.1418 , 5.6565
34 , 52.0693 , 5.6565
34 , 52.0693 , 5.584
34 , 51.7067 , 5.584
34 , 51.7067 , 5.5115
34 , 51.6341 , 5.5115
34 , 51.6341 , 5.584
34 , 51.5616 , 5.584
34 , 51.5616 , 5.5115
34 , 51.6341 , 5.5115
34 , 51.6341 , 5.439
34 , 51.7067 , 5.439
35 , 54.3899 , 5.584
35 , 54.2449 , 5.584
35 , 54.2449 , 5.5115
35 , 54.3899 , 5.5115
36 , 56.2029 , 5.8016
36 , 56.2754 , 5.8016
36 , 56.2754 , 5.9466
36 , 56.3479 , 5.9466
36 , 56.3479 , 6.0191
36 , 56.2754 , 6.0191
36 , 56.2754 , 5.9466
36 , 56.2029 , 5.9466
36 , 56.2029 , 5.8016
36 , 56.1304 , 5.8016
36 , 56.1304 , 5.5115
36 , 56.2029 , 5.5115
37 , 53.9548 , 5.7291
37 , 54.0273 , 5.7291
37 , 54.0273 , 5.9466
37 , 53.9548 , 5.9466
37 , 53.9548 , 5.7291
37 , 53.8097 , 5.7291
37 , 53.8097 , 5.8016
37 , 53.7372 , 5.8016
37 , 53.7372 , 5.7291
37 , 53.8097 , 5.7291
37 , 53.8097 , 5.6565
37 , 53.9548 , 5.6565
38 , 47.428 , 5.8741
38 , 47.3555 , 5.8741
38 , 47.3555 , 5.9466
38 , 47.283 , 5.9466
38 , 47.283 , 6.0191
38 , 47.1379 , 6.0191
38 , 47.1379 , 6.0917
38 , 46.9929 , 6.0917
38 , 46.9929 , 6.0191
38 , 47.1379 , 6.0191
38 , 47.1379 , 5.9466
38 , 47.283 , 5.9466
38 , 47.283 , 5.8741
38 , 47.3555 , 5.8741
38 , 47.3555 , 5.7291
38 , 47.428 , 5.7291
39 , 43.8745 , 5.8741
39 , 43.947 , 5.8741
39 , 43.947 , 5.9466
39 , 43.8745 , 5.9466
39 , 43.8745 , 5.8741
39 , 43.7295 , 5.8741
39 , 43.7295 , 5.8016
39 , 43.8745 , 5.8016
40 , 53.3021 , 5.8741
40 , 53.0845 , 5.8741
40 , 53.0845 , 5.8016
40 , 53.3021 , 5.8016
41 , 41.4814 , 6.1642
41 , 41.6264 , 6.1642
41 , 41.6264 , 6.2367
41 , 41.7714 , 6.2367
41 , 41.7714 , 6.3092
41 , 41.989 , 6.3092
41 , 41.989 , 6.3817
41 , 42.2791 , 6.3817
41 , 42.2791 , 6.4543
41 , 42.4966 , 6.4543
41 , 42.4966 , 6.5268
41 , 42.6417 , 6.5268
41 , 42.6417 , 6.5993
41 , 42.4966 , 6.5993
41 , 42.4966 , 6.5268
41 , 42.2791 , 6.5268
41 , 42.2791 , 6.4543
41 , 41.989 , 6.4543
41 , 41.989 , 6.3817
41 , 41.7714 , 6.3817
41 , 41.7714 , 6.3092
41 , 41.6264 , 6.3092
41 , 41.6264 , 6.2367
41 , 41.4814 , 6.2367
41 , 41.4814 , 6.1642
41 , 41.4088 , 6.1642
41 , 41.4088 , 6.0917
41 , 41.4814 , 6.0917
42 , 46.0501 , 6.1642
42 , 45.9776 , 6.1642
42 , 45.9776 , 6.3817
42 , 46.1952 , 6.3817
42 , 46.1952 , 6.4543
42 , 45.76 , 6.4543
42 , 45.76 , 6.5268
42 , 45.6875 , 6.5268
42 , 45.6875 , 6.5993
42 , 45.615 , 6.5993
42 , 45.615 , 6.6718
42 , 45.47 , 6.6718
42 , 45.47 , 6.7443
42 , 45.3974 , 6.7443
42 , 45.3974 , 6.6718
42 , 45.47 , 6.6718
42 , 45.47 , 6.5993
42 , 45.615 , 6.5993
42 , 45.615 , 6.5268
42 , 45.6875 , 6.5268
42 , 45.6875 , 6.4543
42 , 45.76 , 6.4543
42 , 45.76 , 6.3817
42 , 45.9051 , 6.3817
42 , 45.9051 , 6.1642
42 , 45.9776 , 6.1642
42 , 45.9776 , 6.0917
42 , 46.0501 , 6.0917
43 , 44.5272 , 6.2367
43 , 44.5997 , 6.2367
43 , 44.5997 , 6.3092
43 , 44.7448 , 6.3092
43 , 44.7448 , 6.3817
43 , 44.5997 , 6.3817
43 , 44.5997 , 6.3092
43 , 44.5272 , 6.3092
43 , 44.5272 , 6.2367
43 , 44.2371 , 6.2367
43 , 44.2371 , 6.1642
43 , 44.5272 , 6.1642
44 , 51.3441 , 6.3817
44 , 51.4166 , 6.3817
44 , 51.4166 , 6.4543
44 , 51.6341 , 6.4543
44 , 51.6341 , 6.5268
44 , 51.7792 , 6.5268
44 , 51.7792 , 6.5993
44 , 51.9242 , 6.5993
44 , 51.9242 , 6.6718
44 , 52.1418 , 6.6718
44 , 52.1418 , 6.7443
44 , 52.3593 , 6.7443
44 , 52.3593 , 6.8169
44 , 52.5044 , 6.8169
44 , 52.5044 , 6.8894
44 , 52.5769 , 6.8894
44 , 52.5769 , 6.9619
44 , 52.7945 , 6.9619
44 , 52.7945 , 7.0344
44 , 52.867 , 7.0344
44 , 52.867 , 7.1069
44 , 52.7945 , 7.1069
44 , 52.7945 , 7.0344
44 , 52.5769 , 7.0344
44 , 52.5769 , 6.9619
44 , 52.5044 , 6.9619
44 , 52.5044 , 6.8894
44 , 52.3593 , 6.8894
44 , 52.3593 , 6.8169
44 , 52.1418 , 6.8169
44 , 52.1418 , 6.7443
44 , 51.9242 , 6.7443
44 , 51.9242 , 6.6718
44 , 51.7792 , 6.6718
44 , 51.7792 , 6.5993
44 , 51.6341 , 6.5993
44 , 51.6341 , 6.5268
44 , 51.4166 , 6.5268
44 , 51.4166 , 6.4543
44 , 51.3441 , 6.4543
44 , 51.3441 , 6.3817
44 , 51.2715 , 6.3817
44 , 51.2715 , 6.3092
44 , 51.3441 , 6.3092
45 , 47.7181 , 6.5268
45 , 47.7906 , 6.5268
45 , 47.7906 , 6.8169
45 , 47.8631 , 6.8169
45 , 47.8631 , 6.9619
45 , 47.9356 , 6.9619
45 , 47.9356 , 7.1069
45 , 48.0081 , 7.1069
45 , 48.0081 , 7.3245
45 , 48.0807 , 7.3245
45 , 48.0807 , 7.4695
45 , 48.1532 , 7.4695
45 , 48.1532 , 7.6146
45 , 48.0807 , 7.6146
45 , 48.0807 , 7.4695
45 , 48.0081 , 7.4695
45 , 48.0081 , 7.3245
45 , 47.9356 , 7.3245
45 , 47.9356 , 7.1069
45 , 47.8631 , 7.1069
45 , 47.8631 , 6.9619
45 , 47.7906 , 6.9619
45 , 47.7906 , 6.8169
45 , 47.7181 , 6.8169
45 , 47.7181 , 6.5268
45 , 47.6456 , 6.5268
45 , 47.6456 , 6.3817
45 , 47.7181 , 6.3817
46 , 55.9853 , 6.4543
46 , 55.9128 , 6.4543
46 , 55.9128 , 6.5268
46 , 55.8403 , 6.5268
46 , 55.8403 , 6.8169
46 , 55.7678 , 6.8169
46 , 55.7678 , 6.8894
46 , 55.6953 , 6.8894
46 , 55.6953 , 6.8169
46 , 55.7678 , 6.8169
46 , 55.7678 , 6.5268
46 , 55.8403 , 6.5268
46 , 55.8403 , 6.4543
46 , 55.9128 , 6.4543
46 , 55.9128 , 6.3817
46 , 55.9853 , 6.3817
47 , 55.0426 , 6.5993
47 , 54.825 , 6.5993
47 , 54.825 , 6.5268
47 , 55.0426 , 6.5268
48 , 46.7028 , 6.8169
48 , 46.6303 , 6.8169
48 , 46.6303 , 6.8894
48 , 46.5578 , 6.8894
48 , 46.5578 , 6.8169
48 , 46.6303 , 6.8169
48 , 46.6303 , 6.7443
48 , 46.7028 , 6.7443
49 , 49.4585 , 6.8894
49 , 49.6036 , 6.8894
49 , 49.6036 , 6.9619
49 , 49.4585 , 6.9619
49 , 49.4585 , 6.8894
49 , 49.241 , 6.8894
49 , 49.241 , 6.9619
49 , 49.1685 , 6.9619
49 , 49.1685 , 6.8894
49 , 49.241 , 6.8894
49 , 49.241 , 6.8169
49 , 49.4585 , 6.8169
50 , 39.8134 , 6.9619
50 , 39.8859 , 6.9619
50 , 39.8859 , 7.0344
50 , 39.9584 , 7.0344
50 , 39.9584 , 7.1795
50 , 40.031 , 7.1795
50 , 40.031 , 7.252
50 , 40.1035 , 7.252
50 , 40.1035 , 7.3245
50 , 40.176 , 7.3245
50 , 40.176 , 7.397
50 , 40.321 , 7.397
50 , 40.321 , 7.4695
50 , 40.3936 , 7.4695
50 , 40.3936 , 7.5421
50 , 40.4661 , 7.5421
50 , 40.4661 , 7.6146
50 , 40.5386 , 7.6146
50 , 40.5386 , 7.6871
50 , 40.6111 , 7.6871
50 , 40.6111 , 7.7596
50 , 40.6836 , 7.7596
50 , 40.6836 , 7.9047
50 , 40.7562 , 7.9047
50 , 40.7562 , 7.9772
50 , 40.8287 , 7.9772
50 , 40.8287 , 8.0497
50 , 40.9012 , 8.0497
50 , 40.9012 , 8.1222
50 , 40.9737 , 8.1222
50 , 40.9737 , 8.1947
50 , 41.1188 , 8.1947
50 , 41.1188 , 8.2673
50 , 41.1913 , 8.2673
50 , 41.1913 , 8.4848
50 , 41.2638 , 8.4848
50 , 41.2638 , 8.5573
50 , 41.3363 , 8.5573
50 , 41.3363 , 8.6299
50 , 41.4088 , 8.6299
50 , 41.4088 , 8.7749
50 , 41.4814 , 8.7749
50 , 41.4814 , 8.8474
50 , 41.5539 , 8.8474
50 , 41.5539 , 8.9199
50 , 41.6264 , 8.9199
50 , 41.6264 , 8.9925
50 , 41.6989 , 8.9925
50 , 41.6989 , 9.065
50 , 41.6264 , 9.065
50 , 41.6264 , 8.9925
50 , 41.5539 , 8.9925
50 , 41.5539 , 8.9199
50 , 41.4814 , 8.9199
50 , 41.4814 , 8.8474
50 , 41.4088 , 8.8474
50 , 41.4088 , 8.7749
50 , 41.3363 , 8.7749
50 , 41.3363 , 8.6299
50 , 41.2638 , 8.6299
50 , 41.2638 , 8.5573
50 , 41.1913 , 8.5573
50 , 41.1913 , 8.4848
50 , 41.1188 , 8.4848
50 , 41.1188 , 8.2673
50 , 40.9737 , 8.2673
50 , 40.9737 , 8.1947
50 , 40.9012 , 8.1947
50 , 40.9012 , 8.1222
50 , 40.8287 , 8.1222
50 , 40.8287 , 8.0497
50 , 40.7562 , 8.0497
50 , 40.7562 , 7.9772
50 , 40.6836 , 7.9772
50 , 40.6836 , 7.9047
50 , 40.6111 , 7.9047
50 , 40.6111 , 7.7596
50 , 40.5386 , 7.7596
50 , 40.5386 , 7.6871
50 , 40.4661 , 7.6871
50 , 40.4661 , 7.6146
50 , 40.3936 , 7.6146
50 , 40.3936 , 7.5421
50 , 40.321 , 7.5421
50 , 40.321 , 7.4695
50 , 40.176 , 7.4695
50 , 40.176 , 7.397
50 , 40.1035 , 7.397
50 , 40.1035 , 7.3245
50 , 40.031 , 7.3245
50 , 40.031 , 7.252
50 , 39.9584 , 7.252
50 , 39.9584 , 7.1795
50 , 39.8859 , 7.1795
50 , 39.8859 , 7.0344
50 , 39.8134 , 7.0344
50 , 39.8134 , 6.9619
50 , 39.7409 , 6.9619
50 , 39.7409 , 6.8894
50 , 39.8134 , 6.8894
51 , 54.7525 , 6.9619
51 , 54.68 , 6.9619
51 , 54.68 , 7.0344
51 , 54.6075 , 7.0344
51 , 54.6075 , 6.9619
51 , 54.68 , 6.9619
51 , 54.68 , 6.8894
51 , 54.7525 , 6.8894
52 , 42.7867 , 7.0344
52 , 42.7142 , 7.0344
52 , 42.7142 , 6.9619
52 , 42.7867 , 6.9619
53 , 43.5844 , 7.1069
53 , 43.8745 , 7.1069
53 , 43.8745 , 7.1795
53 , 43.947 , 7.1795
53 , 43.947 , 7.252
53 , 44.0921 , 7.252
53 , 44.0921 , 7.3245
53 , 43.947 , 7.3245
53 , 43.947 , 7.252
53 , 43.8745 , 7.252
53 , 43.8745 , 7.1795
53 , 43.5844 , 7.1795
53 , 43.5844 , 7.1069
53 , 43.5119 , 7.1069
53 , 43.5119 , 7.1795
53 , 43.4394 , 7.1795
53 , 43.4394 , 7.1069
53 , 43.5119 , 7.1069
53 , 43.5119 , 7.0344
53 , 43.5844 , 7.0344
54 , 54.0273 , 7.397
54 , 53.9548 , 7.397
54 , 53.9548 , 7.4695
54 , 53.8823 , 7.4695
54 , 53.8823 , 7.5421
54 , 53.8097 , 7.5421
54 , 53.8097 , 7.6146
54 , 53.7372 , 7.6146
54 , 53.7372 , 7.5421
54 , 53.8097 , 7.5421
54 , 53.8097 , 7.4695
54 , 53.8823 , 7.4695
54 , 53.8823 , 7.397
54 , 53.9548 , 7.397
54 , 53.9548 , 7.3245
54 , 54.0273 , 7.3245
55 , 45.9051 , 7.4695
55 , 45.76 , 7.4695
55 , 45.76 , 7.397
55 , 45.9051 , 7.397
56 , 49.7486 , 7.4695
56 , 49.5311 , 7.4695
56 , 49.5311 , 7.397
56 , 49.7486 , 7.397
57 , 47.0654 , 7.8321
57 , 46.9929 , 7.8321
57 , 46.9929 , 7.9772
57 , 46.9204 , 7.9772
57 , 46.9204 , 8.0497
57 , 46.8478 , 8.0497
57 , 46.8478 , 8.1222
57 , 46.7753 , 8.1222
57 , 46.7753 , 8.3398
57 , 46.7028 , 8.3398
57 , 46.7028 , 8.1222
57 , 46.7753 , 8.1222
57 , 46.7753 , 8.0497
57 , 46.8478 , 8.0497
57 , 46.8478 , 7.9772
57 , 46.9204 , 7.9772
57 , 46.9204 , 7.8321
57 , 46.9929 , 7.8321
57 , 46.9929 , 7.6871
57 , 47.0654 , 7.6871
58 , 55.2601 , 7.7596
58 , 55.1876 , 7.7596
58 , 55.1876 , 8.0497
58 , 55.1151 , 8.0497
58 , 55.1151 , 8.1222
58 , 55.1876 , 8.1222
58 , 55.1876 , 8.1947
58 , 55.4052 , 8.1947
58 , 55.4052 , 8.2673
58 , 55.5502 , 8.2673
58 , 55.5502 , 8.3398
58 , 55.6227 , 8.3398
58 , 55.6227 , 8.4123
58 , 55.6953 , 8.4123
58 , 55.6953 , 8.5573
58 , 55.7678 , 8.5573
58 , 55.7678 , 8.6299
58 , 55.6953 , 8.6299
58 , 55.6953 , 8.9199
58 , 55.6227 , 8.9199
58 , 55.6227 , 8.6299
58 , 55.6953 , 8.6299
58 , 55.6953 , 8.5573
58 , 55.6227 , 8.5573
58 , 55.6227 , 8.4123
58 , 55.5502 , 8.4123
58 , 55.5502 , 8.3398
58 , 55.4052 , 8.3398
58 , 55.4052 , 8.2673
58 , 55.1876 , 8.2673
58 , 55.1876 , 8.1947
58 , 55.1151 , 8.1947
58 , 55.1151 , 8.1222
58 , 55.0426 , 8.1222
58 , 55.0426 , 8.0497
58 , 55.1151 , 8.0497
58 , 55.1151 , 7.7596
58 , 55.1876 , 7.7596
58 , 55.1876 , 7.6871
58 , 55.2601 , 7.6871
59 , 39.0882 , 7.8321
59 , 39.1607 , 7.8321
59 , 39.1607 , 8.1947
59 , 39.0882 , 8.1947
59 , 39.0882 , 8.2673
59 , 39.0157 , 8.2673
59 , 39.0157 , 8.3398
59 , 38.9432 , 8.3398
59 , 38.9432 , 8.4123
59 , 38.8706 , 8.4123
59 , 38.8706 , 8.3398
59 , 38.9432 , 8.3398
59 , 38.9432 , 8.2673
59 , 39.0157 , 8.2673
59 , 39.0157 , 8.1947
59 , 39.0882 , 8.1947
59 , 39.0882 , 7.8321
59 , 39.0157 , 7.8321
59 , 39.0157 , 7.7596
59 , 39.0882 , 7.7596
60 , 53.6647 , 7.9772
60 , 53.5197 , 7.9772
60 , 53.5197 , 7.9047
60 , 53.6647 , 7.9047
61 , 44.6722 , 8.1222
61 , 44.8173 , 8.1222
61 , 44.8173 , 8.1947
61 , 45.2524 , 8.1947
61 , 45.2524 , 8.1222
61 , 45.3249 , 8.1222
61 , 45.3249 , 8.1947
61 , 45.3974 , 8.1947
61 , 45.3974 , 8.2673
61 , 45.47 , 8.2673
61 , 45.47 , 8.3398
61 , 45.5425 , 8.3398
61 , 45.5425 , 8.4123
61 , 45.615 , 8.4123
61 , 45.615 , 8.4848
61 , 45.6875 , 8.4848
61 , 45.6875 , 8.5573
61 , 45.76 , 8.5573
61 , 45.76 , 8.7024
61 , 45.8326 , 8.7024
61 , 45.8326 , 8.7749
61 , 45.9051 , 8.7749
61 , 45.9051 , 8.8474
61 , 45.8326 , 8.8474
61 , 45.8326 , 8.7749
61 , 45.76 , 8.7749
61 , 45.76 , 8.7024
61 , 45.6875 , 8.7024
61 , 45.6875 , 8.5573
61 , 45.615 , 8.5573
61 , 45.615 , 8.4848
61 , 45.5425 , 8.4848
61 , 45.5425 , 8.4123
61 , 45.47 , 8.4123
61 , 45.47 , 8.3398
61 , 45.3974 , 8.3398
61 , 45.3974 , 8.2673
61 , 45.3249 , 8.2673
61 , 45.3249 , 8.1947
61 , 45.2524 , 8.1947
61 , 45.2524 , 8.2673
61 , 44.8173 , 8.2673
61 , 44.8173 , 8.1947
61 , 44.6722 , 8.1947
61 , 44.6722 , 8.1222
61 , 44.5997 , 8.1222
61 , 44.5997 , 8.0497
61 , 44.6722 , 8.0497
62 , 49.8211 , 8.1222
62 , 49.8937 , 8.1222
62 , 49.8937 , 8.1947
62 , 49.9662 , 8.1947
62 , 49.9662 , 8.2673
62 , 50.1837 , 8.2673
62 , 50.1837 , 8.3398
62 , 49.9662 , 8.3398
62 , 49.9662 , 8.2673
62 , 49.8937 , 8.2673
62 , 49.8937 , 8.1947
62 , 49.8211 , 8.1947
62 , 49.8211 , 8.1222
62 , 49.6761 , 8.1222
62 , 49.6761 , 8.0497
62 , 49.8211 , 8.0497
63 , 43.5119 , 8.2673
63 , 43.5844 , 8.2673
63 , 43.5844 , 8.3398
63 , 43.657 , 8.3398
63 , 43.657 , 8.4123
63 , 43.7295 , 8.4123
63 , 43.7295 , 8.7024
63 , 43.657 , 8.7024
63 , 43.657 , 8.4123
63 , 43.5844 , 8.4123
63 , 43.5844 , 8.3398
63 , 43.5119 , 8.3398
63 , 43.5119 , 8.2673
63 , 43.0768 , 8.2673
63 , 43.0768 , 8.1947
63 , 43.5119 , 8.1947
64 , 53.4471 , 8.4848
64 , 53.5197 , 8.4848
64 , 53.5197 , 8.5573
64 , 53.5922 , 8.5573
64 , 53.5922 , 8.4848
64 , 53.6647 , 8.4848
64 , 53.6647 , 8.5573
64 , 53.5922 , 8.5573
64 , 53.5922 , 8.7749
64 , 53.6647 , 8.7749
64 , 53.6647 , 8.9199
64 , 53.7372 , 8.9199
64 , 53.7372 , 9.21
64 , 53.8097 , 9.21
64 , 53.8097 , 9.3551
64 , 53.7372 , 9.3551
64 , 53.7372 , 9.21
64 , 53.6647 , 9.21
64 , 53.6647 , 8.9199
64 , 53.5922 , 8.9199
64 , 53.5922 , 8.7749
64 , 53.5197 , 8.7749
64 , 53.5197 , 8.5573
64 , 53.4471 , 8.5573
64 , 53.4471 , 8.4848
64 , 53.3746 , 8.4848
64 , 53.3746 , 8.3398
64 , 53.4471 , 8.3398
65 , 48.0081 , 8.5573
65 , 48.0807 , 8.5573
65 , 48.0807 , 8.9925
65 , 48.0081 , 8.9925
65 , 48.0081 , 9.065
65 , 47.9356 , 9.065
65 , 47.9356 , 9.1375
65 , 47.7906 , 9.1375
65 , 47.7906 , 9.21
65 , 47.7181 , 9.21
65 , 47.7181 , 9.1375
65 , 47.7906 , 9.1375
65 , 47.7906 , 9.065
65 , 47.9356 , 9.065
65 , 47.9356 , 8.9925
65 , 48.0081 , 8.9925
65 , 48.0081 , 8.5573
65 , 47.9356 , 8.5573
65 , 47.9356 , 8.4848
65 , 48.0081 , 8.4848
66 , 51.199 , 8.7749
66 , 51.2715 , 8.7749
66 , 51.2715 , 8.8474
66 , 51.3441 , 8.8474
66 , 51.3441 , 8.9199
66 , 51.4166 , 8.9199
66 , 51.4166 , 8.9925
66 , 51.4891 , 8.9925
66 , 51.4891 , 9.065
66 , 51.4166 , 9.065
66 , 51.4166 , 8.9925
66 , 51.3441 , 8.9925
66 , 51.3441 , 8.9199
66 , 51.2715 , 8.9199
66 , 51.2715 , 8.8474
66 , 51.199 , 8.8474
66 , 51.199 , 8.7749
66 , 51.1265 , 8.7749
66 , 51.1265 , 8.7024
66 , 51.199 , 8.7024
67 , 38.7256 , 8.8474
67 , 38.508 , 8.8474
67 , 38.508 , 8.9925
67 , 38.4355 , 8.9925
67 , 38.4355 , 8.8474
67 , 38.508 , 8.8474
67 , 38.508 , 8.7749
67 , 38.7256 , 8.7749
68 , 39.9584 , 8.9199
68 , 40.031 , 8.9199
68 , 40.031 , 8.9925
68 , 39.9584 , 8.9925
68 , 39.9584 , 8.9199
68 , 39.7409 , 8.9199
68 , 39.7409 , 8.8474
68 , 39.9584 , 8.8474
69 , 44.1646 , 9.065
69 , 44.0921 , 9.065
69 , 44.0921 , 8.9199
69 , 44.1646 , 8.9199
70 , 39.5958 , 9.1375
70 , 39.5233 , 9.1375
70 , 39.5233 , 9.065
70 , 39.5958 , 9.065
71 , 49.4585 , 9.1375
71 , 49.386 , 9.1375
71 , 49.386 , 9.21
71 , 49.3135 , 9.21
71 , 49.3135 , 9.5726
71 , 49.386 , 9.5726
71 , 49.386 , 9.7177
71 , 49.3135 , 9.7177
71 , 49.3135 , 9.5726
71 , 49.241 , 9.5726
71 , 49.241 , 9.21
71 , 49.3135 , 9.21
71 , 49.3135 , 9.1375
71 , 49.386 , 9.1375
71 , 49.386 , 9.065
71 , 49.4585 , 9.065
72 , 37.9279 , 9.21
72 , 37.8554 , 9.21
72 , 37.8554 , 9.2825
72 , 37.7828 , 9.2825
72 , 37.7828 , 9.3551
72 , 37.6378 , 9.3551
72 , 37.6378 , 9.2825
72 , 37.7828 , 9.2825
72 , 37.7828 , 9.21
72 , 37.8554 , 9.21
72 , 37.8554 , 9.1375
72 , 37.9279 , 9.1375
73 , 47.3555 , 9.3551
73 , 47.428 , 9.3551
73 , 47.428 , 9.4276
73 , 47.3555 , 9.4276
73 , 47.3555 , 9.3551
73 , 47.283 , 9.3551
73 , 47.283 , 9.21
73 , 47.3555 , 9.21
74 , 54.68 , 9.3551
74 , 54.7525 , 9.3551
74 , 54.7525 , 9.4276
74 , 54.68 , 9.4276
74 , 54.68 , 9.3551
74 , 54.4624 , 9.3551
74 , 54.4624 , 9.2825
74 , 54.68 , 9.2825
75 , 42.0615 , 9.5001
75 , 42.134 , 9.5001
75 , 42.134 , 9.5726
75 , 42.2066 , 9.5726
75 , 42.2066 , 9.6451
75 , 42.134 , 9.6451
75 , 42.134 , 9.5726
75 , 42.0615 , 9.5726
75 , 42.0615 , 9.5001
75 , 41.989 , 9.5001
75 , 41.989 , 9.4276
75 , 42.0615 , 9.4276
76 , 51.1265 , 9.5001
76 , 51.199 , 9.5001
76 , 51.199 , 9.5726
76 , 51.2715 , 9.5726
76 , 51.2715 , 9.7177
76 , 51.199 , 9.7177
76 , 51.199 , 9.8627
76 , 51.1265 , 9.8627
76 , 51.1265 , 9.9352
76 , 51.054 , 9.9352
76 , 51.054 , 10.0077
76 , 50.8364 , 10.0077
76 , 50.8364 , 10.0803
76 , 50.7639 , 10.0803
76 , 50.7639 , 10.1528
76 , 50.6914 , 10.1528
76 , 50.6914 , 10.3703
76 , 50.6189 , 10.3703
76 , 50.6189 , 10.4429
76 , 50.5463 , 10.4429
76 , 50.5463 , 10.5154
76 , 50.4738 , 10.5154
76 , 50.4738 , 10.5879
76 , 50.4013 , 10.5879
76 , 50.4013 , 10.6604
76 , 50.3288 , 10.6604
76 , 50.3288 , 10.7329
76 , 50.2563 , 10.7329
76 , 50.2563 , 10.878
76 , 50.1837 , 10.878
76 , 50.1837 , 11.023
76 , 50.1112 , 11.023
76 , 50.1112 , 11.0955
76 , 50.0387 , 11.0955
76 , 50.0387 , 11.6032
76 , 50.1112 , 11.6032
76 , 50.1112 , 11.7482
76 , 50.1837 , 11.7482
76 , 50.1837 , 11.8207
76 , 50.1112 , 11.8207
76 , 50.1112 , 11.7482
76 , 50.0387 , 11.7482
76 , 50.0387 , 11.6032
76 , 49.9662 , 11.6032
76 , 49.9662 , 11.0955
76 , 50.0387 , 11.0955
76 , 50.0387 , 11.023
76 , 50.1112 , 11.023
76 , 50.1112 , 10.878
76 , 50.1837 , 10.878
76 , 50.1837 , 10.7329
76 , 50.2563 , 10.7329
76 , 50.2563 , 10.6604
76 , 50.3288 , 10.6604
76 , 50.3288 , 10.5879
76 , 50.4013 , 10.5879
76 , 50.4013 , 10.5154
76 , 50.4738 , 10.5154
76 , 50.4738 , 10.4429
76 , 50.5463 , 10.4429
76 , 50.5463 , 10.3703
76 , 50.6189 , 10.3703
76 , 50.6189 , 10.1528
76 , 50.6914 , 10.1528
76 , 50.6914 , 10.0803
76 , 50.7639 , 10.0803
76 , 50.7639 , 10.0077
76 , 50.8364 , 10.0077
76 , 50.8364 , 9.9352
76 , 51.054 , 9.9352
76 , 51.054 , 9.8627
