"Cell","Ridge","X","Y"
"Curved_test",62,24.69305,21.6472
"Curved_test",62,24.76555,21.9373
"Curved_test",62,24.69305,22.22735
"Curved_test",62,24.76555,22.40865
"Curved_test",63,26.57855,22.8075
"Curved_test",63,26.4335,22.73495
"Curved_test",63,26.28845,22.66245
"Curved_test",63,26.21595,22.4449
"Curved_test",63,26.14345,22.1911
"Curved_test",63,26.0709,22.0098
"Curved_test",63,25.99835,21.8285
"Curved_test",64,23.31515,21.86475
"Curved_test",64,23.38765,21.93725
"Curved_test",65,28.02895,22.0823
"Curved_test",65,28.10145,22.15485
"Curved_test",65,28.17395,22.22735
"Curved_test",65,28.319,22.29985
"Curved_test",67,24.40295,25.01935
"Curved_test",67,24.33045,24.76555
"Curved_test",67,24.2579,24.69305
"Curved_test",67,24.18535,24.6205
"Curved_test",67,24.11285,24.54795
"Curved_test",67,24.0041,24.47545
"Curved_test",67,23.8953,24.40295
"Curved_test",67,23.82275,24.33045
"Curved_test",67,23.75025,24.2579
"Curved_test",67,23.67775,24.18535
"Curved_test",67,23.56895,24.11285
"Curved_test",67,23.4239,24.04035
"Curved_test",67,23.31515,23.8228
"Curved_test",67,23.20635,24.04035
"Curved_test",67,23.09755,24.11285
"Curved_test",67,22.95255,24.18535
"Curved_test",67,22.77125,24.2579
"Curved_test",67,22.66245,24.18535
"Curved_test",67,22.58995,24.33045
"Curved_test",67,22.4449,24.40295
"Curved_test",67,22.2636,24.47545
"Curved_test",67,22.58995,24.0766
"Curved_test",67,22.48115,23.96785
"Curved_test",67,22.37235,23.8953
"Curved_test",67,22.29985,23.7865
"Curved_test",67,22.22735,23.67775
"Curved_test",67,22.15485,23.60525
"Curved_test",67,21.86475,23.60525
"Curved_test",67,22.0098,23.5327
"Curved_test",67,22.51745,22.84375
"Curved_test",67,22.51745,22.6262
"Curved_test",67,22.77125,22.73495
"Curved_test",67,22.77125,22.6262
"Curved_test",67,23.02505,22.8075
"Curved_test",67,23.13385,22.88005
"Curved_test",67,23.24265,22.95255
"Curved_test",67,23.5327,22.95255
"Curved_test",67,23.38765,23.02505
"Curved_test",67,23.24265,23.3514
"Curved_test",68,32.88775,23.49645
"Curved_test",68,32.81525,23.60525
"Curved_test",68,32.74275,23.67775
"Curved_test",68,32.6702,23.75025
"Curved_test",68,32.59765,23.82275
"Curved_test",68,32.45265,23.8953
"Curved_test",68,32.27135,23.96785
"Curved_test",68,32.27135,24.00405
"Curved_test",68,32.1263,24.04035
"Curved_test",68,32.23505,24.2579
"Curved_test",68,32.198825,24.2579
"Curved_test",68,31.945,24.11285
"Curved_test",68,31.61865,24.04035
"Curved_test",68,31.2923,24.11285
"Curved_test",68,31.14725,24.04035
"Curved_test",68,31.07475,23.78655
"Curved_test",68,31.00225,23.42395
"Curved_test",68,31.07475,23.24265
"Curved_test",68,31.14725,23.13385
"Curved_test",68,31.2198,23.02505
"Curved_test",68,31.29235,22.9163
"Curved_test",68,31.36485,22.735
"Curved_test",69,27.52125,23.02505
"Curved_test",69,27.37625,23.09755
"Curved_test",69,27.12245,23.02505
"Curved_test",70,33.97555,24.04035
"Curved_test",70,34.04805,23.96785
"Curved_test",70,34.15685,23.93155
"Curved_test",70,34.1206,23.8953
"Curved_test",70,34.19315,23.82275
"Curved_test",70,34.26565,23.75025
"Curved_test",70,34.3744,23.67775
"Curved_test",70,34.4832,23.60525
"Curved_test",70,34.592,23.5327
"Curved_test",70,34.7733,23.46015
"Curved_test",70,34.91835,23.38765
"Curved_test",70,34.99085,23.31515
"Curved_test",70,35.17215,23.24265
"Curved_test",70,35.35345,23.31515
"Curved_test",70,35.53475,23.38765
"Curved_test",70,35.71605,23.46015
"Curved_test",70,35.78855,23.56895
"Curved_test",70,35.86105,23.67775
"Curved_test",71,26.65105,23.60525
"Curved_test",71,26.79605,23.67775
"Curved_test",71,26.90485,23.75025
"Curved_test",71,27.01365,23.82275
"Curved_test",71,27.1224,23.8953
"Curved_test",71,27.7388,23.96785
"Curved_test",71,28.5003,24.04035
"Curved_test",71,28.7904,24.11285
"Curved_test",71,28.9717,24.04035
"Curved_test",71,29.153,24.11285
"Curved_test",71,29.5156,24.18535
"Curved_test",71,29.84195,24.11285
"Curved_test",71,29.91445,24.04035
"Curved_test",71,29.98695,23.93155
"Curved_test",71,30.09575,23.82275
"Curved_test",71,30.20455,23.75025
"Curved_test",71,29.98695,23.714
"Curved_test",71,29.91445,23.49645
"Curved_test",71,29.84195,23.31515
"Curved_test",72,25.8896,23.5327
"Curved_test",72,26.1797,23.60525
"Curved_test",73,24.9831,23.60525
"Curved_test",73,25.05565,23.67775
"Curved_test",73,25.12815,23.85905
"Curved_test",73,25.20065,24.04035
"Curved_test",73,25.27315,24.11285
"Curved_test",73,25.38195,24.18535
"Curved_test",73,25.49075,24.2579
"Curved_test",73,25.5995,24.33045
"Curved_test",73,25.74455,24.40295
"Curved_test",73,25.9984,24.47545
"Curved_test",74,35.86105,28.02895
"Curved_test",74,35.78855,27.9564
"Curved_test",74,35.71605,27.88385
"Curved_test",74,35.78855,27.73885
"Curved_test",74,35.86105,27.5213
"Curved_test",74,36.1874,27.44875
"Curved_test",74,36.0424,27.37625
"Curved_test",74,35.9336,27.37625
"Curved_test",74,35.86105,27.37625
"Curved_test",74,35.9336,27.2312
"Curved_test",74,36.00615,26.97735
"Curved_test",74,35.9336,26.79605
"Curved_test",74,35.86105,26.65105
"Curved_test",74,35.78855,26.46975
"Curved_test",74,35.71605,26.1434
"Curved_test",74,35.64355,25.5995
"Curved_test",74,35.571,24.91055
"Curved_test",74,35.3897,24.47545
"Curved_test",74,35.6798,24.47545
"Curved_test",74,35.78855,24.40295
"Curved_test",74,35.86105,24.33045
"Curved_test",74,35.9336,24.2579
"Curved_test",74,36.07865,24.18535
"Curved_test",74,36.25995,24.11285
"Curved_test",74,36.405,24.18535
"Curved_test",76,21.39335,24.47545
"Curved_test",77,33.46795,24.76555
"Curved_test",77,33.54045,24.83805
"Curved_test",77,33.61295,24.91055
"Curved_test",77,33.68545,24.9831
"Curved_test",77,33.758,25.0919
"Curved_test",77,33.83055,25.20065
"Curved_test",77,33.90305,25.27315
"Curved_test",77,33.97555,25.3457
"Curved_test",77,34.04805,25.41825
"Curved_test",77,34.1206,25.49075
"Curved_test",77,34.19315,25.56325
"Curved_test",77,34.3744,25.56325
"Curved_test",77,34.51945,25.63575
"Curved_test",77,34.301875,25.7808
"Curved_test",77,34.26565,25.7808
"Curved_test",77,34.19315,26.0709
"Curved_test",78,38.68935,24.76555
"Curved_test",78,38.76185,24.9106
"Curved_test",78,38.83435,25.0919
"Curved_test",78,38.94315,25.20065
"Curved_test",78,39.05195,25.27315
"Curved_test",78,39.12445,25.38195
"Curved_test",78,39.19695,25.49075
"Curved_test",78,39.2695,25.56325
"Curved_test",78,39.41455,25.63575
"Curved_test",78,39.59585,25.7083
"Curved_test",78,39.88595,25.78085
"Curved_test",78,40.176,25.7083
"Curved_test",78,40.68365,25.85335
"Curved_test",78,40.5386,25.78085
"Curved_test",78,40.39355,25.7083
"Curved_test",78,40.28475,25.56325
"Curved_test",78,40.21225,25.30945
"Curved_test",78,40.13975,25.0919
"Curved_test",78,40.06725,24.94685
"Curved_test",79,40.86495,24.76555
"Curved_test",79,40.79245,24.8743
"Curved_test",79,40.7199,24.9831
"Curved_test",80,19.5441,25.30945
"Curved_test",80,19.61665,25.1644
"Curved_test",80,19.7254,25.05565
"Curved_test",80,19.87045,24.9831
"Curved_test",80,20.23305,24.91055
"Curved_test",80,20.55935,24.83805
"Curved_test",81,30.7484,24.91055
"Curved_test",81,30.8572,24.83805
"Curved_test",82,29.7694,24.91055
"Curved_test",82,29.91445,24.9831
"Curved_test",83,44.38215,24.9831
"Curved_test",83,44.49095,24.91055
"Curved_test",84,36.73135,25.27315
"Curved_test",84,36.80385,25.20065
"Curved_test",84,36.9489,25.12815
"Curved_test",84,37.09395,25.01935
"Curved_test",84,37.16645,25.12815
"Curved_test",84,37.23895,25.2369
"Curved_test",84,37.31145,25.4907
"Curved_test",84,37.38395,25.74455
"Curved_test",84,37.49275,25.85335
"Curved_test",84,37.31145,25.85335
"Curved_test",84,37.23895,25.92585
"Curved_test",84,37.05765,25.99835
"Curved_test",84,36.87635,26.0709
"Curved_test",84,36.80385,26.14345
"Curved_test",84,36.69505,26.0709
"Curved_test",85,43.9833,25.20065
"Curved_test",85,43.91075,25.12815
"Curved_test",85,43.6932,25.05565
"Curved_test",85,43.40315,25.12815
"Curved_test",85,43.2581,25.05565
"Curved_test",85,42.93175,24.9831
"Curved_test",86,44.7085,25.99835
"Curved_test",86,44.78105,25.92585
"Curved_test",86,44.85355,25.85335
"Curved_test",86,44.92605,25.78085
"Curved_test",86,44.99855,25.7083
"Curved_test",86,45.0711,25.5995
"Curved_test",86,45.14365,25.49075
"Curved_test",86,45.21615,25.38195
"Curved_test",86,45.28865,25.27315
"Curved_test",86,45.36115,25.20065
"Curved_test",86,45.4337,25.0919
"Curved_test",86,45.50625,24.9831
"Curved_test",87,49.71235,25.05565
"Curved_test",87,49.78485,24.9831
"Curved_test",88,46.44895,25.1644
"Curved_test",88,46.37645,25.3457
"Curved_test",88,46.44895,25.4545
"Curved_test",88,46.5215,25.56325
"Curved_test",88,46.59405,25.63575
"Curved_test",88,46.66655,25.7083
"Curved_test",88,46.8841,25.78085
"Curved_test",88,47.1379,25.85335
"Curved_test",88,47.2467,25.92585
"Curved_test",88,47.31925,26.03465
"Curved_test",88,47.39175,26.14345
"Curved_test",89,31.8362,25.20065
"Curved_test",89,31.98125,25.27315
"Curved_test",89,32.09005,25.3457
"Curved_test",89,32.1988,25.41825
"Curved_test",89,32.3076,25.49075
"Curved_test",89,32.38015,25.5995
"Curved_test",89,32.45265,25.7083
"Curved_test",89,32.52515,25.78085
"Curved_test",89,32.59765,25.85335
"Curved_test",89,32.6702,25.9621
"Curved_test",89,32.74275,26.0709
"Curved_test",89,32.81525,26.14345
"Curved_test",89,32.88775,26.21595
"Curved_test",89,32.96025,26.28845
"Curved_test",89,33.0328,26.36095
"Curved_test",89,33.10535,26.4335
"Curved_test",89,33.2141,26.50605
"Curved_test",89,33.32285,26.57855
"Curved_test",89,33.3954,26.65105
"Curved_test",89,33.46795,26.72355
"Curved_test",89,33.758,26.79605
"Curved_test",89,33.3954,27.01365
"Curved_test",89,33.14155,27.08615
"Curved_test",89,32.88775,27.01365
"Curved_test",89,33.46795,26.90485
"Curved_test",89,34.33815,26.8686
"Curved_test",89,34.88205,26.94115
"Curved_test",89,35.13585,27.01365
"Curved_test",90,32.96025,25.20065
"Curved_test",90,33.0328,25.27315
"Curved_test",91,37.89165,25.20065
"Curved_test",91,37.96415,25.27315
"Curved_test",91,38.0729,25.3457
"Curved_test",92,19.10895,25.27315
"Curved_test",92,19.0002,25.3457
"Curved_test",92,18.89145,25.527
"Curved_test",92,18.96395,25.7083
"Curved_test",94,23.5327,25.63575
"Curved_test",94,23.46015,25.56325
"Curved_test",94,23.31515,25.41825
"Curved_test",94,23.31515,25.49075
"Curved_test",94,22.9888,25.41825
"Curved_test",94,22.6987,25.49075
"Curved_test",94,22.58995,25.56325
"Curved_test",94,22.51745,25.74455
"Curved_test",94,22.58995,25.92585
"Curved_test",94,22.6987,25.99835
"Curved_test",94,22.8075,26.0709
"Curved_test",94,22.88005,26.14345
"Curved_test",94,22.95255,26.21595
"Curved_test",94,23.02505,26.28845
"Curved_test",94,23.09755,26.36095
"Curved_test",94,23.1701,26.4335
"Curved_test",94,23.24265,26.5423
"Curved_test",94,23.31515,26.65105
"Curved_test",94,23.4239,26.72355
"Curved_test",94,23.6777,26.79605
"Curved_test",94,23.82275,26.46975
"Curved_test",94,23.8953,26.6148
"Curved_test",94,24.0041,26.72355
"Curved_test",94,24.1491,26.79605
"Curved_test",95,50.9452,26.1434
"Curved_test",95,50.87265,25.9621
"Curved_test",95,50.80015,25.85335
"Curved_test",95,50.6914,25.78085
"Curved_test",95,50.54635,25.7083
"Curved_test",95,50.2925,25.63575
"Curved_test",95,49.9299,25.56325
"Curved_test",95,49.63985,25.63575
"Curved_test",95,49.4948,25.7083
"Curved_test",95,49.16845,25.78085
"Curved_test",95,48.84215,25.85335
"Curved_test",95,48.7696,25.78085
"Curved_test",95,48.6608,25.7083
"Curved_test",95,48.55205,25.63575
"Curved_test",95,48.44325,25.56325
"Curved_test",95,48.33445,25.49075
"Curved_test",95,48.26195,25.41825
